Row #,CocState,CoC,HudNum,Status,Year,Organization Name,HMIS Org ID,Project Name,HMIS Project ID,HIC Date,Project Type,Bed Type,Geocode,HMIS Participating,Inventory Type,Inventory Start Date,Target Population,mcKinneyVentoEsgEs,mcKinneyVentoEsgRrh,mcKinneyVentoEsgCov,mcKinneyVentoEsgRUSH,mcKinneyVentoCocSh,mcKinneyVentoCocTh,mcKinneyVentoCocPsh,mcKinneyVentoCocRrh,mcKinneyVentoCocSro,mcKinneyVentoCocThRrh,mcKinneyVentoSpC,mcKinneyVentoS8,mcKinneyVentoShp,mcKinneyVentoYhdp,mcKinneyVentoYhdpRenewals,mcKinneyVentoUnshelt,mcKinneyVentoRural,federalFundingVash,federalFundingSsvf,federalFundingGpdBh,federalFundingGpdLd,federalFundingGpdHh,federalFundingGpdCt,federalFundingGpdSith,federalFundingGpdTp,federalFundingHchvCrs,federalFundingHchvSh,federalFundingBcp,federalFundingMgh,federalFundingTlp,federalFundingRhyDp,federalFundingHopwaHmv,federalFundingHopwaPh,federalFundingHopwaStsf,federalFundingHopwaTh,federalFundingHopwaCovid,federalFundingPih,federalFundingIndianEhv,federalFundingHome,federalFundingHomeArp,federalFundingOther,federalFundingOtherSpecify,Housing Type,Victim Service Provider,address1,address2,city,state,zip,Beds HH w/ Children,Units HH w/ Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Beds HH w/o Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,Beds HH w/ only Children,CH Beds HH w only Children,Year-Round Beds,Total Seasonal Beds,Availability Start Date,Availability End Date,O/V Beds,Pit Count,Total Beds,Updated On,notes,projectNotes,sandyRelated,sandyRelatedNote,HOPWAMedAssistedLivingFac
38,AK,Anchorage CoC,AK-500,Submitted,2024,Covenant House Alaska,114,Covenant House Alaska - RHY The MACK House ES,1036,1/29/2024,ES,F,#020078,Yes,C,1/29/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,2120 C St.,,Anchorage,AK,99503,0,0,0,0,0,0,0,0,0,8,0,8,0,,,0,5,8,4/10/2024,,,No,,2
39,AK,Anchorage CoC,AK-500,Submitted,2024,NeighborWorks Alaska,132,NeighborWorks Alaska - Forest Park Optional Relocation Program RRH,1044,1/29/2024,RRH,,#020078,Yes,C,1/29/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,HUD:  CDBG - Disaster Relief,TB,0,2515 A Street,,Anchorage,AK,99503,11,2,0,0,0,2,0,0,0,0,0,13,0,,,0,13,13,4/10/2024,,,No,,2
43,AK,Anchorage CoC,AK-500,Submitted,2024,Catholic Social Services,105,Catholic Social Services - Complex Care Shelter ES,1097,1/29/2024,ES,F,#020078,Yes,C,1/29/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,303 Fireweed Lane,,Anchorage,AK,99503,0,0,0,0,0,82,0,0,0,0,0,82,0,,,0,75,82,4/10/2024,,,No,,2
44,AK,Anchorage CoC,AK-500,Submitted,2024,Volunteers of America,818,Volunteers of America - CoC Permanent Supportive Housing PSH,1099,1/29/2024,PSH,,#020078,Yes,C,1/29/2024,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,"2600 Arctic Blvd, Suite 101",,Anchorage,AK,99503,4,2,0,4,0,18,0,18,0,0,0,22,0,,,0,22,22,4/11/2024,,,No,,2
54,AK,Anchorage CoC,AK-500,Submitted,2024,Volunteers of America,818,Volunteers of America - CoC PSH 3 PSH,1140,1/29/2024,PSH,,#020078,Yes,C,1/29/2024,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,3330 Arctic Blvd Suite 101,,Anchorage,AK,99503,0,0,0,0,0,4,0,4,0,0,0,4,0,,,0,4,4,7/12/2024,,,No,,2
56,AK,Anchorage CoC,AK-500,Submitted,2024,NeighborWorks Alaska,132,NeighborWorks Alaska - Re Entry And Community Transitions REACT TH,1149,1/29/2024,TH,,#020078,Yes,C,1/29/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Department of Health and Social Services,TB,0,2515 A Street,,Anchorage,AK,99503,0,0,0,0,0,6,0,0,0,0,0,6,0,,,0,6,6,4/10/2024,,,No,,2
76,AK,Anchorage CoC,AK-500,Submitted,2024,NeighborWorks Alaska,132,NeighborWorks Alaska - Non-participating The Adelaide [OPH],133,1/29/2024,OPH,,#020078,No,C,1/29/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,2515 A Street,,Anchorage,AK,99503,0,0,0,0,0,73,0,0,0,0,0,73,,,,,68,73,4/23/2024,,,No,,
28,AK,Anchorage CoC,AK-500,Submitted,2024,Alaska Housing Finance Corporation,370,Alaska Housing Finance Corporation - HUD-VASH Anchorage PSH,603,1/29/2024,PSH,,#020078,No,C,1/29/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,4300 Boniface Parkway,,Anchorage,AK,99504,40,16,40,0,40,168,168,0,168,0,0,208,0,,,0,208,208,7/9/2024,,NULL,No,,2
8,AK,Anchorage CoC,AK-500,Submitted,2024,Anchorage Gospel Rescue Mission,205,Anchorage Gospel Rescue Mission - Men's Emergency Shelter ES,206,1/29/2024,ES,F,#020078,No,C,1/29/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,2823 East Tudor Road,,Anchorage,AK,99507,0,0,0,0,0,70,0,0,0,0,0,70,0,,,0,70,70,4/10/2024,,,No,,2
9,AK,Anchorage CoC,AK-500,Submitted,2024,Anchorage Gospel Rescue Mission,205,Anchorage Gospel Rescue Mission - Lifeskills Program ES,207,1/29/2024,ES,F,#020078,No,C,1/29/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,2328 East Tudor Road,,Anchorage,AK,99507,0,0,0,0,0,26,0,0,0,0,0,26,0,,,0,8,26,4/10/2024,,,No,,2
53,AK,Anchorage CoC,AK-500,Submitted,2024,Anchorage Gospel Rescue Mission,205,Anchorage Gospel Rescue Mission - Beauty and Grace ES,1126,1/29/2024,ES,F,#020078,No,C,1/29/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,2823 East Tudor Road,,Anchorage,AK,99507,0,0,0,0,0,4,0,0,0,0,0,4,0,,,0,4,4,4/10/2024,,,No,,2
77,AK,Anchorage CoC,AK-500,Submitted,2024,Christian Health Associates,1112,Christian Health Associates - Family Emergency Cold Weather Shelter Hotel[ES],1113A,1/29/2024,ES,V,#020078,Yes,C,10/1/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,1825 Academy Drive,,Anchorage,AK,99507,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,23,23,23,7/12/2024,,,No,,
75,AK,Anchorage CoC,AK-500,Submitted,2024,Christian Health Associates,1112,Christian Health Associates - Family Emergency Cold Weather Shelter [ES],1113,1/29/2024,ES,O,#020078,Yes,C,10/1/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-C,0,1825 Academy Drive,,Anchorage,AK,99507,0,0,0,0,0,0,0,0,0,0,0,0,22,10/1/2023,4/30/2024,0,22,22,5/8/2024,,,No,,
2,AK,Anchorage CoC,AK-500,Submitted,2024,Catholic Social Services,105,Catholic Social Services - Clare House Shelter ES,106,1/29/2024,ES,F,#020078,Yes,C,1/29/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AHFC - HAP,SB-S,0,3710 East 20th Avenue,,Anchorage,AK,99508,81,23,0,0,0,0,0,0,0,0,0,81,0,,,0,77,81,4/24/2024,,,No,,2
3,AK,Anchorage CoC,AK-500,Submitted,2024,Catholic Social Services,105,Catholic Social Services - Brother Francis Shelter ES,107,1/29/2024,ES,F,#020078,Yes,C,1/29/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,3710 East 20th Avenue,,Anchorage,AK,99508,0,0,0,0,0,110,0,0,0,0,0,110,0,,,11,121,121,4/11/2024,,,No,,2
10,AK,Anchorage CoC,AK-500,Submitted,2024,Shiloh Community Housing Inc.,225,Shiloh Community Housing Inc. - Living Independently ForEver TH,226,1/29/2024,TH,,#020078,Yes,C,1/29/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AHFC BHAP,SB-S,0,1928 Juneau Street,,Anchorage,AK,99508,0,0,0,0,0,14,0,14,0,0,0,14,0,,,0,10,14,4/11/2024,,,No,,2
21,AK,Anchorage CoC,AK-500,Submitted,2024,Catholic Social Services,105,Catholic Social Services - SSVF Anchorage Rapid Rehousing RRH,399,1/29/2024,RRH,,#020078,Yes,C,1/29/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,3710 East 20th Avenue,,Anchorage,AK,99508,46,8,46,0,0,30,30,0,0,0,0,76,0,,,0,76,76,4/10/2024,,,No,,2
24,AK,Anchorage CoC,AK-500,Submitted,2024,Catholic Social Services,105,Catholic Social Services - Providence Family Community Housing Project RRH,532,1/29/2024,RRH,,#020078,Yes,C,1/29/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,3710 East 20th Avenue,,Anchorage,AK,99508,75,17,0,0,0,13,0,0,0,0,0,88,0,,,0,88,88,4/10/2024,,,No,,2
25,AK,Anchorage CoC,AK-500,Submitted,2024,Catholic Social Services,105,Catholic Social Services - SNHG Permanent Housing PSH,587,1/29/2024,PSH,,#020078,Yes,C,1/29/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AHFC SNHG,TB,0,3710 East 20th Avenue,,Anchorage,AK,99508,0,0,0,0,0,11,0,0,11,0,0,11,0,,,0,11,11,7/12/2024,,,No,,2
26,AK,Anchorage CoC,AK-500,Submitted,2024,Catholic Social Services,105,Catholic Social Services - Brother Francis Shelter Medical Respite Program ES,588,1/29/2024,ES,F,#020078,Yes,C,1/29/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,3710 East 20th Avenue,,Anchorage,AK,99508,0,0,0,0,0,10,0,0,0,0,0,10,0,,,0,7,10,4/10/2024,,,No,,2
27,AK,Anchorage CoC,AK-500,Submitted,2024,Catholic Social Services,105,Catholic Social Services - Brother Francis Shelter Medical Respite Program RRH,600,1/29/2024,RRH,,#020078,Yes,C,1/29/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Providence,TB,0,3710 E 20th Avenue,,Anchorage,AK,99508,0,0,0,0,0,5,0,0,0,0,0,5,0,,,0,5,5,4/10/2024,,,No,,2
33,AK,Anchorage CoC,AK-500,Submitted,2024,Alaska Behavioral Health,86,Alaska Behavioral Health - HUD/DOJ Home For Good Housing Supportive Services PSH,888,1/29/2024,PSH,,#020078,Yes,C,1/29/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Pay for Success,TB,0,4020 Folker Street,,Anchorage,AK,99508,0,0,0,0,0,6,0,0,6,0,0,6,0,,,0,6,6,7/12/2024,,,No,,2
36,AK,Anchorage CoC,AK-500,Submitted,2024,Southcentral Foundation,677,Southcentral Foundation - HUD/DOJ Home For Good Housing Supportive Services PSH,912,1/29/2024,PSH,,#020078,Yes,C,1/29/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Pay For Success,TB,0,4501 Diplomacy Drive,,Anchorage,AK,99508,0,0,0,0,0,67,0,0,0,0,0,67,0,,,0,67,67,7/12/2024,,,No,,2
37,AK,Anchorage CoC,AK-500,Submitted,2024,Southcentral Foundation,677,Southcentral Foundation - HUD/DOJ ESG-CV Home For Good Bridge Housing ES,913,1/29/2024,ES,V,#020078,Yes,C,1/29/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Pay For Success,TB,0,4501 Diplomacy Drive,,Anchorage,AK,99508,0,0,0,0,0,6,0,0,0,0,0,6,0,,,0,6,6,7/12/2024,,,No,,2
40,AK,Anchorage CoC,AK-500,Submitted,2024,Catholic Social Services,105,Catholic Social Services - Intensive Case Management RRH,1051,1/29/2024,RRH,,#020078,Yes,C,1/29/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,3710 E 20th Ave,,Anchorage,AK,99508,20,4,0,0,0,16,0,0,0,0,0,36,0,,,0,36,36,4/10/2024,,,No,,2
57,AK,Anchorage CoC,AK-500,Submitted,2024,"New Life Development, Inc.",216,"New Life Development, Inc. - Safe Families Project TH",1155,1/29/2024,TH,,#020078,Yes,C,1/29/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MOA: ATAX,SB-S,0,3916 East 9th Avenue,,Anchorage,AK,99508,9,3,0,0,0,0,0,0,0,0,0,9,0,,,0,7,9,4/10/2024,,,No,,2
58,AK,Anchorage CoC,AK-500,Submitted,2024,"New Life Development, Inc.",216,"New Life Development, Inc. - Safe Families Project RRH",1161,1/29/2024,RRH,,#020078,Yes,C,1/29/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MOA: ATAX,TB,0,3916 East 9th Avenue,,Anchorage,AK,99508,0,0,0,0,0,1,0,0,0,0,0,1,0,,,0,1,1,4/10/2024,,,No,,2
60,AK,Anchorage CoC,AK-500,Submitted,2024,Anchorage Coalition to End Homelessness,1,Anchorage Coalition to End Homelessness - Next Step RRH,1181,1/29/2024,RRH,,#020078,Yes,C,1/29/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-C,0,632 West 6th Avenue,,Anchorage,AK,99508,0,0,0,0,0,34,0,0,0,0,0,34,0,,,0,34,34,4/10/2024,,,No,,2
50,AK,Anchorage CoC,AK-500,Submitted,2024,"Henning, Inc.",1098,"Henning, Inc. - Alex Hotel ES",1114,1/29/2024,ES,F,#020078,Yes,C,1/29/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MOA ATAX,SB-S,0,4615 Spenard Rd,,Anchorage,AK,99517,0,0,0,0,0,0,0,0,0,0,0,0,100,10/16/2023,5/5/2024,0,76,100,7/12/2024,,,No,,2
61,AK,Anchorage CoC,AK-500,Submitted,2024,Anchorage Affordable Housing and Land Trust,1191,Non-Participating Anchorage Affordable Housing and Land Trust - Barratt Inn OPH,1192,1/29/2024,OPH,,#020078,No,C,12/1/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,4610 Spenard Rd,,Anchorage,AK,99517,0,0,0,0,0,30,0,0,0,0,0,30,0,,,0,30,30,4/10/2024,,,No,,2
4,AK,Anchorage CoC,AK-500,Submitted,2024,"Anchorage Housing Initiatives, Inc.",102,"Anchorage Housing Initiatives, Inc. - CoC Coming Home I PSH",109,1/29/2024,PSH,,#020078,Yes,C,1/29/2024,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AHFC,TB,0,1565 S. Bragaw Street Ste 207,PO Box 272222,Anchorage,AK,99520,0,0,0,0,0,15,0,0,15,0,0,15,0,,,0,15,15,4/10/2024,,,No,,2
69,AK,Anchorage CoC,AK-500,Submitted,2024,Abused Women's Aid in Crisis,287,Abused Women's Aid in Crisis - Moving Forward [RRH],768,1/29/2024,RRH,,#020078,No,U,4/1/2024,DV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,4/10/2024,,,No,,
25,AK,Alaska Balance of State CoC,AK-501,Submitted,2024,Tundra Women's Coalition,342,Tundra Women's Coalition - Transitional Housing TH,344,1/29/2024,TH,,#029050,No,C,1/29/2024,DV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-C,1,248 6th Avenue,,Bethel,AK,99559,13,3,0,0,0,0,0,0,0,0,0,13,0,,,0,7,13,4/11/2024,,,No,,2
29,AK,Alaska Balance of State CoC,AK-501,Submitted,2024,Tundra Women's Coalition,342,Tundra Women's Coalition - DV Shelter ES,363,1/29/2024,ES,F,#029050,No,C,1/29/2024,DV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,1,248 6th Avenue,,Bethel,AK,99559,43,1,0,0,0,0,0,0,0,0,0,43,0,,,0,25,43,4/11/2024,,,No,,2
48,AK,Alaska Balance of State CoC,AK-501,Submitted,2024,Bethel Winter House,867,Bethel Winter House - ESG-CV Emergency Shelter ES,868,1/29/2024,ES,F,#029050,Yes,C,10/1/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,PO Box 1969,PO Box 1969,Bethel,AK,99559,0,0,0,0,0,0,0,0,0,0,0,0,56,10/1/2023,4/30/2024,0,52,56,4/22/2024,,,No,,2
75,AK,Alaska Balance of State CoC,AK-501,Submitted,2024,Choosing Our Roots,833,Choosing Our Roots - Non-Participating Tundra Youth Home TH,1144,1/29/2024,TH,,#029050,No,C,1/29/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,381 4th Ave,,Bethel,AK,99559,0,0,0,0,0,7,0,7,0,0,0,7,0,,,0,7,7,4/11/2024,,,No,,2
23,AK,Alaska Balance of State CoC,AK-501,Submitted,2024,Safe And Fear-Free Environment,332,Safe And Fear-Free Environment - DV Shelter ES,333,1/29/2024,ES,F,#029060,No,C,1/29/2024,DV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,1,21 G St. West,,Dillingham,AK,99576,7,5,0,0,0,15,0,0,0,1,0,23,0,,,0,12,23,4/11/2024,,,No,,2
50,AK,Alaska Balance of State CoC,AK-501,Submitted,2024,Emmonak Women's Shelter,873,Emmonak Women's Shelter - DV Shelter ES,874,1/29/2024,ES,F,#029158,No,C,1/29/2024,DV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,1,PO Box 207,,Emmonak,AK,99581,0,0,0,0,0,9,0,0,0,0,0,9,0,,,0,1,9,4/11/2024,,,No,,2
9,AK,Alaska Balance of State CoC,AK-501,Submitted,2024,"Kenai Peninsula Housing Initiatives, Inc.",194,"Kenai Peninsula Housing Initiatives, Inc. - SNHG CrestView PSH",247,1/29/2024,PSH,,#029122,Yes,C,1/29/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AHFC SNG,SB-S,0,3751 Sterling Highway,,Homer,AK,99603,0,0,0,0,0,10,0,0,0,0,0,10,0,,,0,10,10,4/11/2024,,,No,,2
34,AK,Alaska Balance of State CoC,AK-501,Submitted,2024,"Kenai Peninsula Housing Initiatives, Inc.",194,"Kenai Peninsula Housing Initiatives, Inc. - CoC SRA PSH",443,1/29/2024,PSH,,#029122,Yes,C,1/29/2024,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,3751 Sterling Highway,,Homer,AK,99603,3,1,0,0,3,3,0,0,3,0,0,6,0,,,0,6,6,4/11/2024,,,No,,2
57,AK,Alaska Balance of State CoC,AK-501,Submitted,2024,South Peninsula Haven House VSP,892,South Peninsula Haven House VSP - DV Shelter ES,893,1/29/2024,ES,F,#029122,No,C,1/29/2024,DV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,1,3776 Lake Street,,Homer,AK,99603,20,4,0,0,0,0,0,0,0,0,0,20,0,,,0,9,20,4/11/2024,,,No,,2
66,AK,Alaska Balance of State CoC,AK-501,Submitted,2024,Rural Alaska Community Action Program VSP,1079,Rural Alaska Community Action Program VSP - Bay Haven ES,1080,1/29/2024,ES,F,#029158,No,C,1/29/2024,DV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dept of Justice and other local funding sources,SB-S,1,731 East 8th Avenue,Central Office,Anchorage,AK,99604,0,0,0,0,0,15,0,0,0,0,0,15,0,,,0,0,15,4/11/2024,,,No,,2
13,AK,Alaska Balance of State CoC,AK-501,Submitted,2024,Friendship Mission Kenai,302,Friendship Mission Kenai - Emergency Shelter ES,303,1/29/2024,ES,F,#029122,No,C,1/25/2022,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,14639 Kenai Spur Hwy,,Kenai,AK,99611,0,0,0,0,0,11,0,0,0,0,0,11,0,,,0,0,11,4/11/2024,,,No,,2
20,AK,Alaska Balance of State CoC,AK-501,Submitted,2024,The LeeShore Center,323,The LeeShore Center - DV Shelter ES,324,1/29/2024,ES,F,#029122,Comparable,C,1/29/2024,DV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,1,325 S Spruce Street,,Kenai,AK,99611,16,4,0,0,0,18,0,0,0,0,0,34,0,,,0,7,34,4/11/2024,,,No,,2
21,AK,Alaska Balance of State CoC,AK-501,Submitted,2024,The LeeShore Center,323,The LeeShore Center - CoC Transitional Living Center TH,325,1/29/2024,TH,,#029122,Comparable,C,1/29/2024,DV,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-C,1,325 S Spruce Street,,Kenai,AK,99611,11,1,0,0,0,12,0,0,0,0,0,23,0,,,0,10,23,4/11/2024,,,No,,2
84,AK,Alaska Balance of State CoC,AK-501,Submitted,2024,Love INC Kenai Peninsula,165,Love INC Kenai Peninsula - BHAP Emergency Lodging [ES],620,1/29/2024,ES,V,#029122,Yes,C,1/29/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,PO Box 3052,,Kenai,AK,99611,0,0,0,0,0,1,0,0,0,0,0,1,0,,,0,1,1,4/11/2024,,,No,,
3,AK,Alaska Balance of State CoC,AK-501,Submitted,2024,Brother Francis Shelter Kodiak,364,Brother Francis Shelter Kodiak - ESG Emergency Shelter ES,134,1/29/2024,ES,F,#029150,Yes,C,1/29/2024,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,410 Thorsheim Street,,Kodiak,AK,99615,0,0,0,0,0,17,0,0,0,0,0,17,0,,,0,7,17,4/11/2024,,,No,,2
19,AK,Alaska Balance of State CoC,AK-501,Submitted,2024,Kodiak Women's Resource and Crisis Center,321,Kodiak Women's Resource and Crisis Center - DV Shelter ES,322,1/29/2024,ES,F,#029150,No,C,1/29/2024,DV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,1,422 Hillside Drive,,Kodiak,AK,99615,0,0,0,0,0,25,0,0,0,0,0,25,0,,,0,5,25,4/11/2024,,,No,,2
